"","primarydi","storagehandlinghigh__unit_","storagehandlinghigh__value_","value","category"
"1","00850144008925","Degrees Celsius",35,"60","celcius/fahrenheit"
"2","00190746076589","Degrees Celsius",38,"60","celcius/fahrenheit"
"3","00851383003528","Percent (%) Relative Humidity",40,"60","humidity"
"4","00851383003214","Percent (%) Relative Humidity",40,"60","humidity"
"5","00851383003108","Percent (%) Relative Humidity",40,"60","humidity"
"6","00851383003078","Percent (%) Relative Humidity",40,"60","humidity"
"7","00851383003061","Percent (%) Relative Humidity",40,"60","humidity"
"8","00851383003054","Percent (%) Relative Humidity",40,"60","humidity"
"9","00851383003047","Percent (%) Relative Humidity",40,"60","humidity"
"10","00851383003030","Percent (%) Relative Humidity",40,"60","humidity"
"11","00851383003023","Percent (%) Relative Humidity",40,"60","humidity"
"12","00851383003016","Percent (%) Relative Humidity",40,"60","humidity"
"13","00851383003009","Percent (%) Relative Humidity",40,"60","humidity"
"14","00813909010830","Degrees Celsius",40,"60","celcius/fahrenheit"
"15","08033737712290","Degrees Celsius",50,"60","celcius/fahrenheit"
"16","00850001096232","Degrees Fahrenheit",60,"60","celcius/fahrenheit"
"17","00850001096225","Percent (%) Relative Humidity",60,"60","humidity"
"18","00850001096218","Percent (%) Relative Humidity",60,"60","humidity"
"19","00850001096201","Percent (%) Relative Humidity",60,"60","humidity"
"20","00850001096195","Percent (%) Relative Humidity",60,"60","humidity"
"21","00850001096188","Percent (%) Relative Humidity",60,"60","humidity"
"22","00850001096171","Percent (%) Relative Humidity",60,"60","humidity"
"23","00850001096089","Percent (%) Relative Humidity",60,"60","humidity"
"24","00850001096072","Percent (%) Relative Humidity",60,"60","humidity"
"25","00850001096065","Percent (%) Relative Humidity",60,"60","humidity"
"26","00850001096058","Percent (%) Relative Humidity",60,"60","humidity"
"27","00850001096041","Percent (%) Relative Humidity",60,"60","humidity"
"28","00850001096034","Percent (%) Relative Humidity",60,"60","humidity"
"29","00850001096027","Percent (%) Relative Humidity",60,"60","humidity"
"30","00850001096010","Percent (%) Relative Humidity",60,"60","humidity"
"31","00850001096003","Percent (%) Relative Humidity",60,"60","humidity"
"32","00190746076633","Percent (%) Relative Humidity",60,"60","humidity"
"33","00190746076626","Percent (%) Relative Humidity",60,"60","humidity"
"34","00190746076619","Percent (%) Relative Humidity",60,"60","humidity"
"35","00190746076602","Percent (%) Relative Humidity",60,"60","humidity"
"36","00190746076596","Percent (%) Relative Humidity",60,"60","humidity"
"37","00190746076589","Percent (%) Relative Humidity",60,"60","humidity"
"38","00190746076572","Percent (%) Relative Humidity",60,"60","humidity"
"39","00190746076565","Percent (%) Relative Humidity",60,"60","humidity"
"40","00190746076558","Percent (%) Relative Humidity",60,"60","humidity"
"41","00190746076541","Percent (%) Relative Humidity",60,"60","humidity"
"42","00190746076534","Percent (%) Relative Humidity",60,"60","humidity"
"43","00190746076527","Percent (%) Relative Humidity",60,"60","humidity"
"44","00190746076510","Percent (%) Relative Humidity",60,"60","humidity"
"45","00190746076503","Percent (%) Relative Humidity",60,"60","humidity"
"46","00190746076497","Percent (%) Relative Humidity",60,"60","humidity"
"47","00190746026812","Percent (%) Relative Humidity",60,"60","humidity"
"48","00190746026768","Percent (%) Relative Humidity",60,"60","humidity"
"49","00190746026720","Percent (%) Relative Humidity",60,"60","humidity"
"50","00190746026690","Percent (%) Relative Humidity",60,"60","humidity"
"51","00190746026669","Percent (%) Relative Humidity",60,"60","humidity"
"52","00190746026621","Percent (%) Relative Humidity",60,"60","humidity"
"53","00190746026614","Percent (%) Relative Humidity",60,"60","humidity"
"54","00190746026577","Percent (%) Relative Humidity",60,"60","humidity"
"55","00190746026539","Percent (%) Relative Humidity",60,"60","humidity"
"56","00190746026492","Percent (%) Relative Humidity",60,"60","humidity"
"57","00190746026485","Percent (%) Relative Humidity",60,"60","humidity"
"58","00190746026447","Percent (%) Relative Humidity",60,"60","humidity"
"59","00190746026423","Percent (%) Relative Humidity",60,"60","humidity"
"60","00190746026393","Percent (%) Relative Humidity",60,"60","humidity"
"61","00190746026355","Percent (%) Relative Humidity",60,"60","humidity"
"62","00190746026348","Percent (%) Relative Humidity",60,"60","humidity"
"63","00190746026300","Percent (%) Relative Humidity",60,"60","humidity"
"64","00190746026294","Percent (%) Relative Humidity",60,"60","humidity"
"65","00190746026270","Percent (%) Relative Humidity",60,"60","humidity"
"66","00190746026263","Percent (%) Relative Humidity",60,"60","humidity"
"67","00190746026249","Percent (%) Relative Humidity",60,"60","humidity"
"68","00190746026201","Percent (%) Relative Humidity",60,"60","humidity"
"69","00190746026195","Percent (%) Relative Humidity",60,"60","humidity"
"70","00190746026164","Percent (%) Relative Humidity",60,"60","humidity"
"71","00190746026157","Percent (%) Relative Humidity",60,"60","humidity"
"72","00190746026126","Percent (%) Relative Humidity",60,"60","humidity"
"73","00190746026096","Percent (%) Relative Humidity",60,"60","humidity"
"74","00190746026072","Percent (%) Relative Humidity",60,"60","humidity"
"75","00190746026065","Percent (%) Relative Humidity",60,"60","humidity"
"76","00190746026034","Percent (%) Relative Humidity",60,"60","humidity"
"77","00190746026027","Percent (%) Relative Humidity",60,"60","humidity"
"78","00190746025983","Percent (%) Relative Humidity",60,"60","humidity"
"79","00190746025358","Percent (%) Relative Humidity",60,"60","humidity"
"80","00190746025198","Percent (%) Relative Humidity",60,"60","humidity"
"81","00190746025150","Percent (%) Relative Humidity",60,"60","humidity"
"82","00190746025129","Percent (%) Relative Humidity",60,"60","humidity"
"83","00190746024986","Percent (%) Relative Humidity",60,"60","humidity"
"84","00190746024948","Percent (%) Relative Humidity",60,"60","humidity"
"85","00190746024917","Percent (%) Relative Humidity",60,"60","humidity"
"86","00190746024801","Percent (%) Relative Humidity",60,"60","humidity"
"87","00190746024719","Percent (%) Relative Humidity",60,"60","humidity"
"88","00190746022951","Percent (%) Relative Humidity",60,"60","humidity"
"89","00190746022739","Percent (%) Relative Humidity",60,"60","humidity"
"90","00190746020261","Percent (%) Relative Humidity",60,"60","humidity"
"91","00190746020032","Percent (%) Relative Humidity",60,"60","humidity"
"92","00190746019999","Percent (%) Relative Humidity",60,"60","humidity"
"93","B944TWPD1DA0320150","Percent (%) Relative Humidity",60,"60","humidity"
"94","30653405059923","Percent (%) Relative Humidity",60,"60","humidity"
"95","20885380182928","Percent (%) Relative Humidity",60,"60","humidity"
"96","10653405055266","Percent (%) Relative Humidity",60,"60","humidity"
"97","10653405055259","Percent (%) Relative Humidity",60,"60","humidity"
"98","00353885011969","Percent (%) Relative Humidity",65,"60","humidity"
"99","50885380150096","Percent (%) Relative Humidity",65,"60","humidity"
"100","10885380150081","Percent (%) Relative Humidity",65,"60","humidity"
"101","00850144008956","Percent (%) Relative Humidity",70,"70","humidity"
"102","00850144008949","Percent (%) Relative Humidity",70,"70","humidity"
"103","00850144008925","Percent (%) Relative Humidity",70,"70","humidity"
"104","00850144008710","Percent (%) Relative Humidity",70,"70","humidity"
"105","00850144008680","Percent (%) Relative Humidity",70,"70","humidity"
"106","00850144008659","Percent (%) Relative Humidity",70,"70","humidity"
"107","00850144008628","Percent (%) Relative Humidity",70,"70","humidity"
"108","00850144008598","Percent (%) Relative Humidity",70,"70","humidity"
"109","00850144008567","Percent (%) Relative Humidity",70,"70","humidity"
"110","00850144008543","Percent (%) Relative Humidity",70,"70","humidity"
"111","00850144008512","Percent (%) Relative Humidity",70,"70","humidity"
"112","00850144008482","Percent (%) Relative Humidity",70,"70","humidity"
"113","00850144008451","Percent (%) Relative Humidity",70,"70","humidity"
"114","00850144008437","Percent (%) Relative Humidity",70,"70","humidity"
"115","00850144008406","Percent (%) Relative Humidity",70,"70","humidity"
"116","00850144008376","Percent (%) Relative Humidity",70,"70","humidity"
"117","00850144008345","Percent (%) Relative Humidity",70,"70","humidity"
"118","00850144008314","Percent (%) Relative Humidity",70,"70","humidity"
"119","00850144008284","Percent (%) Relative Humidity",70,"70","humidity"
"120","00850144008260","Percent (%) Relative Humidity",70,"70","humidity"
"121","00850144008239","Percent (%) Relative Humidity",70,"70","humidity"
"122","00850144008215","Percent (%) Relative Humidity",70,"70","humidity"
"123","00850144008208","Percent (%) Relative Humidity",70,"70","humidity"
"124","00850144008192","Percent (%) Relative Humidity",70,"70","humidity"
"125","00850144008178","Percent (%) Relative Humidity",70,"70","humidity"
"126","00850144008161","Percent (%) Relative Humidity",70,"70","humidity"
"127","00850144008154","Percent (%) Relative Humidity",70,"70","humidity"
"128","00850144008147","Percent (%) Relative Humidity",70,"70","humidity"
"129","00850144008130","Percent (%) Relative Humidity",70,"70","humidity"
"130","00850144008123","Percent (%) Relative Humidity",70,"70","humidity"
"131","00850144008116","Percent (%) Relative Humidity",70,"70","humidity"
"132","00850144008109","Percent (%) Relative Humidity",70,"70","humidity"
"133","00850144008093","Percent (%) Relative Humidity",70,"70","humidity"
"134","00850144008079","Percent (%) Relative Humidity",70,"70","humidity"
"135","00850144008062","Percent (%) Relative Humidity",70,"70","humidity"
"136","00850144008031","Percent (%) Relative Humidity",70,"70","humidity"
"137","00850144008024","Percent (%) Relative Humidity",70,"70","humidity"
"138","00850144008017","Percent (%) Relative Humidity",70,"70","humidity"
"139","00850144008000","Percent (%) Relative Humidity",70,"70","humidity"
"140","00819667020159","Percent (%) Relative Humidity",70,"70","humidity"
"141","00819667020142","Percent (%) Relative Humidity",70,"70","humidity"
"142","00819667020128","Percent (%) Relative Humidity",70,"70","humidity"
"143","00818089022734","Percent (%) Relative Humidity",70,"70","humidity"
"144","00818089022727","Percent (%) Relative Humidity",70,"70","humidity"
"145","00818089022710","Percent (%) Relative Humidity",70,"70","humidity"
"146","00814434020707","Percent (%) Relative Humidity",70,"70","humidity"
"147","00814434020691","Percent (%) Relative Humidity",70,"70","humidity"
"148","00814434020684","Percent (%) Relative Humidity",70,"70","humidity"
"149","00814434020677","Percent (%) Relative Humidity",70,"70","humidity"
"150","00814434020660","Percent (%) Relative Humidity",70,"70","humidity"
"151","00814434020653","Percent (%) Relative Humidity",70,"70","humidity"
"152","00814434020646","Percent (%) Relative Humidity",70,"70","humidity"
"153","00814434020639","Percent (%) Relative Humidity",70,"70","humidity"
"154","00814434020622","Percent (%) Relative Humidity",70,"70","humidity"
"155","00814434020615","Percent (%) Relative Humidity",70,"70","humidity"
"156","30653405056298","Percent (%) Relative Humidity",70,"70","humidity"
"157","30653405055376","Percent (%) Relative Humidity",70,"70","humidity"
"158","30653405055369","Percent (%) Relative Humidity",70,"70","humidity"
"159","10889950002183","Percent (%) Relative Humidity",70,"70","humidity"
"160","10889950002176","Percent (%) Relative Humidity",70,"70","humidity"
"161","10889950002169","Percent (%) Relative Humidity",70,"70","humidity"
"162","10889950002152","Percent (%) Relative Humidity",70,"70","humidity"
"163","10889950002145","Percent (%) Relative Humidity",70,"70","humidity"
"164","10889950002138","Percent (%) Relative Humidity",70,"70","humidity"
"165","10889950002121","Percent (%) Relative Humidity",70,"70","humidity"
"166","10889950002114","Percent (%) Relative Humidity",70,"70","humidity"
"167","10850510007443","Percent (%) Relative Humidity",70,"70","humidity"
"168","10850510007436","Percent (%) Relative Humidity",70,"70","humidity"
"169","10850510007429","Percent (%) Relative Humidity",70,"70","humidity"
"170","10850510007412","Percent (%) Relative Humidity",70,"70","humidity"
"171","10850510007405","Percent (%) Relative Humidity",70,"70","humidity"
"172","10850510007399","Percent (%) Relative Humidity",70,"70","humidity"
"173","10850510007382","Percent (%) Relative Humidity",70,"70","humidity"
"174","10850510007375","Percent (%) Relative Humidity",70,"70","humidity"
"175","10850510007368","Percent (%) Relative Humidity",70,"70","humidity"
"176","10850510007351","Percent (%) Relative Humidity",70,"70","humidity"
"177","10850510007344","Percent (%) Relative Humidity",70,"70","humidity"
"178","10850510007337","Percent (%) Relative Humidity",70,"70","humidity"
"179","10850510007320","Percent (%) Relative Humidity",70,"70","humidity"
"180","10850510007313","Percent (%) Relative Humidity",70,"70","humidity"
"181","10850510007306","Percent (%) Relative Humidity",70,"70","humidity"
"182","10850510007290","Percent (%) Relative Humidity",70,"70","humidity"
"183","10850510007283","Percent (%) Relative Humidity",70,"70","humidity"
"184","10850510007276","Percent (%) Relative Humidity",70,"70","humidity"
"185","10850510007269","Percent (%) Relative Humidity",70,"70","humidity"
"186","10850510007252","Percent (%) Relative Humidity",70,"70","humidity"
"187","10850510007245","Percent (%) Relative Humidity",70,"70","humidity"
"188","10850510007238","Percent (%) Relative Humidity",70,"70","humidity"
"189","10850510007221","Percent (%) Relative Humidity",70,"70","humidity"
"190","10850510007214","Percent (%) Relative Humidity",70,"70","humidity"
"191","10850510007207","Percent (%) Relative Humidity",70,"70","humidity"
"192","10850510007191","Percent (%) Relative Humidity",70,"70","humidity"
"193","10850510007184","Percent (%) Relative Humidity",70,"70","humidity"
"194","10850510007177","Percent (%) Relative Humidity",70,"70","humidity"
"195","10850510007160","Percent (%) Relative Humidity",70,"70","humidity"
"196","10850510007153","Percent (%) Relative Humidity",70,"70","humidity"
"197","10850510007146","Percent (%) Relative Humidity",70,"70","humidity"
"198","10850510007139","Percent (%) Relative Humidity",70,"70","humidity"
"199","10850510007122","Percent (%) Relative Humidity",70,"70","humidity"
"200","10850510007115","Percent (%) Relative Humidity",70,"70","humidity"
"201","10850510007108","Percent (%) Relative Humidity",70,"70","humidity"
"202","10850510007092","Percent (%) Relative Humidity",70,"70","humidity"
"203","10850510007085","Percent (%) Relative Humidity",70,"70","humidity"
"204","10850510007078","Percent (%) Relative Humidity",70,"70","humidity"
"205","10850510007061","Percent (%) Relative Humidity",70,"70","humidity"
"206","10850510007054","Percent (%) Relative Humidity",70,"70","humidity"
"207","10850510007047","Percent (%) Relative Humidity",70,"70","humidity"
"208","10850510007030","Percent (%) Relative Humidity",70,"70","humidity"
"209","10850510007023","Percent (%) Relative Humidity",70,"70","humidity"
"210","10850510007016","Percent (%) Relative Humidity",70,"70","humidity"
"211","10850510007009","Percent (%) Relative Humidity",70,"70","humidity"
"212","10653405056409","Percent (%) Relative Humidity",70,"70","humidity"
"213","10653405033264","Percent (%) Relative Humidity",70,"70","humidity"
"214","10653405032458","Percent (%) Relative Humidity",70,"70","humidity"
"215","10653405007302","Percent (%) Relative Humidity",70,"70","humidity"
"216","10653405007197","Percent (%) Relative Humidity",70,"70","humidity"
"217","10653405007173","Percent (%) Relative Humidity",70,"70","humidity"
"218","10653405003885","Percent (%) Relative Humidity",70,"70","humidity"
"219","07640142810889","Percent (%) Relative Humidity",70,"70","humidity"
"220","07323190244683","Percent (%) Relative Humidity",70,"70","humidity"
"221","04251285200494","Percent (%) Relative Humidity",70,"70","humidity"
"222","04251285200487","Percent (%) Relative Humidity",70,"70","humidity"
"223","04056719002084","Percent (%) Relative Humidity",70,"70","humidity"
"224","04056719002077","Percent (%) Relative Humidity",70,"70","humidity"
"225","04056719002060","Percent (%) Relative Humidity",70,"70","humidity"
"226","04049471000221","Percent (%) Relative Humidity",70,"70","humidity"
"227","03663999000047","Percent (%) Relative Humidity",70,"70","humidity"
"228","03663999000023","Percent (%) Relative Humidity",70,"70","humidity"
"229","D801SP51121","Degrees Fahrenheit",75,"75","celcius/fahrenheit"
"230","D801SP51031","Degrees Fahrenheit",75,"75","celcius/fahrenheit"
"231","D801SP50502C1","Degrees Fahrenheit",75,"75","celcius/fahrenheit"
"232","D801SP50107BS1","Degrees Fahrenheit",75,"75","celcius/fahrenheit"
"233","84543527245704","Percent (%) Relative Humidity",75,"75","humidity"
"234","20885380152389","Percent (%) Relative Humidity",75,"75","humidity"
"235","20885380152372","Percent (%) Relative Humidity",75,"75","humidity"
"236","20885380152365","Percent (%) Relative Humidity",75,"75","humidity"
"237","20885380152358","Percent (%) Relative Humidity",75,"75","humidity"
"238","20885380152341","Percent (%) Relative Humidity",75,"75","humidity"
"239","20885380152334","Percent (%) Relative Humidity",75,"75","humidity"
"240","20885380152327","Percent (%) Relative Humidity",75,"75","humidity"
"241","10885380126017","Percent (%) Relative Humidity",75,"75","humidity"
"242","10885380126000","Percent (%) Relative Humidity",75,"75","humidity"
"243","10884524002613","Percent (%) Relative Humidity",75,"75","humidity"
"244","10722355003051","Percent (%) Relative Humidity",75,"75","humidity"
"245","10722355003013","Percent (%) Relative Humidity",75,"75","humidity"
"246","08594211570169","Percent (%) Relative Humidity",75,"75","humidity"
"247","08594211570152","Percent (%) Relative Humidity",75,"75","humidity"
"248","08594211570145","Percent (%) Relative Humidity",75,"75","humidity"
"249","04543527251976","Percent (%) Relative Humidity",75,"75","humidity"
"250","04543527251969","Percent (%) Relative Humidity",75,"75","humidity"
"251","04543527245722","Percent (%) Relative Humidity",75,"75","humidity"
"252","04543527245715","Percent (%) Relative Humidity",75,"75","humidity"
"253","04543527245708","Percent (%) Relative Humidity",75,"75","humidity"
"254","04543527243124","Percent (%) Relative Humidity",75,"75","humidity"
"255","04543527243117","Percent (%) Relative Humidity",75,"75","humidity"
"256","04543527242653","Percent (%) Relative Humidity",75,"75","humidity"
"257","04543527242646","Percent (%) Relative Humidity",75,"75","humidity"
"258","04543527242639","Percent (%) Relative Humidity",75,"75","humidity"
"259","04543527242622","Percent (%) Relative Humidity",75,"75","humidity"
"260","04543527242615","Percent (%) Relative Humidity",75,"75","humidity"
"261","04543527242608","Percent (%) Relative Humidity",75,"75","humidity"
"262","04543527242592","Percent (%) Relative Humidity",75,"75","humidity"
"263","04543527242585","Percent (%) Relative Humidity",75,"75","humidity"
"264","04543527242578","Percent (%) Relative Humidity",75,"75","humidity"
"265","04543527242561","Percent (%) Relative Humidity",75,"75","humidity"
"266","04543527242554","Percent (%) Relative Humidity",75,"75","humidity"
"267","04543527242547","Percent (%) Relative Humidity",75,"75","humidity"
"268","04543527242530","Percent (%) Relative Humidity",75,"75","humidity"
"269","04543527242523","Percent (%) Relative Humidity",75,"75","humidity"
"270","04543527241670","Percent (%) Relative Humidity",75,"75","humidity"
"271","04543527241663","Percent (%) Relative Humidity",75,"75","humidity"
"272","04543527241656","Percent (%) Relative Humidity",75,"75","humidity"
"273","04543527241649","Percent (%) Relative Humidity",75,"75","humidity"
"274","04543527241632","Percent (%) Relative Humidity",75,"75","humidity"
"275","04543527241625","Percent (%) Relative Humidity",75,"75","humidity"
"276","04543527241618","Percent (%) Relative Humidity",75,"75","humidity"
"277","04543527238885","Percent (%) Relative Humidity",75,"75","humidity"
"278","04543527237222","Percent (%) Relative Humidity",75,"75","humidity"
"279","04543527237215","Percent (%) Relative Humidity",75,"75","humidity"
"280","04543527235389","Percent (%) Relative Humidity",75,"75","humidity"
"281","04543527235372","Percent (%) Relative Humidity",75,"75","humidity"
"282","04543527235365","Percent (%) Relative Humidity",75,"75","humidity"
"283","04543527235358","Percent (%) Relative Humidity",75,"75","humidity"
"284","04543527235341","Percent (%) Relative Humidity",75,"75","humidity"
"285","04543527235334","Percent (%) Relative Humidity",75,"75","humidity"
"286","04543527235327","Percent (%) Relative Humidity",75,"75","humidity"
"287","04543527235310","Percent (%) Relative Humidity",75,"75","humidity"
"288","04543527235303","Percent (%) Relative Humidity",75,"75","humidity"
"289","04543527235297","Percent (%) Relative Humidity",75,"75","humidity"
"290","04543527235280","Percent (%) Relative Humidity",75,"75","humidity"
"291","04543527235273","Percent (%) Relative Humidity",75,"75","humidity"
"292","04543527235266","Percent (%) Relative Humidity",75,"75","humidity"
"293","04543527235259","Percent (%) Relative Humidity",75,"75","humidity"
"294","04046964859892","Percent (%) Relative Humidity",75,"75","humidity"
"295","04046964859885","Percent (%) Relative Humidity",75,"75","humidity"
"296","04046964859878","Percent (%) Relative Humidity",75,"75","humidity"
"297","04046964859861","Percent (%) Relative Humidity",75,"75","humidity"
"298","04046964859854","Percent (%) Relative Humidity",75,"75","humidity"
"299","04046964859847","Percent (%) Relative Humidity",75,"75","humidity"
"300","04046964859830","Percent (%) Relative Humidity",75,"75","humidity"
"301","04046964859823","Percent (%) Relative Humidity",75,"75","humidity"
"302","04046964859816","Percent (%) Relative Humidity",75,"75","humidity"
"303","04046964859809","Percent (%) Relative Humidity",75,"75","humidity"
"304","04046964859793","Percent (%) Relative Humidity",75,"75","humidity"
"305","04046964859786","Percent (%) Relative Humidity",75,"75","humidity"
"306","04046964859779","Percent (%) Relative Humidity",75,"75","humidity"
"307","04046964859762","Percent (%) Relative Humidity",75,"75","humidity"
"308","04046964859755","Percent (%) Relative Humidity",75,"75","humidity"
"309","04046964859748","Percent (%) Relative Humidity",75,"75","humidity"
"310","04046964859731","Percent (%) Relative Humidity",75,"75","humidity"
"311","04046964859724","Percent (%) Relative Humidity",75,"75","humidity"
"312","04046964859717","Percent (%) Relative Humidity",75,"75","humidity"
"313","04046964859700","Percent (%) Relative Humidity",75,"75","humidity"
"314","04046964859694","Percent (%) Relative Humidity",75,"75","humidity"
"315","04046964859687","Percent (%) Relative Humidity",75,"75","humidity"
"316","04046964859670","Percent (%) Relative Humidity",75,"75","humidity"
"317","04046964859663","Percent (%) Relative Humidity",75,"75","humidity"
"318","04046964859656","Percent (%) Relative Humidity",75,"75","humidity"
"319","04046964859649","Percent (%) Relative Humidity",75,"75","humidity"
"320","04046964859632","Percent (%) Relative Humidity",75,"75","humidity"
"321","04046964859625","Percent (%) Relative Humidity",75,"75","humidity"
"322","04046964859618","Percent (%) Relative Humidity",75,"75","humidity"
"323","04046964859601","Percent (%) Relative Humidity",75,"75","humidity"
"324","04046964859595","Percent (%) Relative Humidity",75,"75","humidity"
"325","04046964859588","Percent (%) Relative Humidity",75,"75","humidity"
"326","04046964859571","Percent (%) Relative Humidity",75,"75","humidity"
"327","04046964859564","Percent (%) Relative Humidity",75,"75","humidity"
"328","04046964859557","Percent (%) Relative Humidity",75,"75","humidity"
"329","04046964859540","Percent (%) Relative Humidity",75,"75","humidity"
"330","04046964859533","Percent (%) Relative Humidity",75,"75","humidity"
"331","04046964859526","Percent (%) Relative Humidity",75,"75","humidity"
"332","04046964859519","Percent (%) Relative Humidity",75,"75","humidity"
"333","04046964859502","Percent (%) Relative Humidity",75,"75","humidity"
"334","04046964843037","Percent (%) Relative Humidity",75,"75","humidity"
"335","04046964842931","Percent (%) Relative Humidity",75,"75","humidity"
"336","04046964841866","Percent (%) Relative Humidity",75,"75","humidity"
"337","M070PR04071","Degrees Fahrenheit",77,"60","celcius/fahrenheit"
"338","00852547004054","Percent (%) Relative Humidity",80,"80","humidity"
"339","00852381011904","Percent (%) Relative Humidity",80,"80","humidity"
"340","00852381011898","Percent (%) Relative Humidity",80,"80","humidity"
"341","00852381004418","Percent (%) Relative Humidity",80,"80","humidity"
"342","00852381004401","Percent (%) Relative Humidity",80,"80","humidity"
"343","00852381004395","Percent (%) Relative Humidity",80,"80","humidity"
"344","00852381004388","Percent (%) Relative Humidity",80,"80","humidity"
"345","00852381004357","Percent (%) Relative Humidity",80,"80","humidity"
"346","00852381004340","Percent (%) Relative Humidity",80,"80","humidity"
"347","00852381004319","Percent (%) Relative Humidity",80,"80","humidity"
"348","00852381004302","Percent (%) Relative Humidity",80,"80","humidity"
"349","00852381004272","Percent (%) Relative Humidity",80,"80","humidity"
"350","00852381004265","Percent (%) Relative Humidity",80,"80","humidity"
"351","00852381004258","Percent (%) Relative Humidity",80,"80","humidity"
"352","00852381004241","Percent (%) Relative Humidity",80,"80","humidity"
"353","00852381004234","Percent (%) Relative Humidity",80,"80","humidity"
"354","00852381004227","Percent (%) Relative Humidity",80,"80","humidity"
"355","00852381004210","Percent (%) Relative Humidity",80,"80","humidity"
"356","00852381004203","Percent (%) Relative Humidity",80,"80","humidity"
"357","00850355006178","Percent (%) Relative Humidity",80,"80","humidity"
"358","00849771039310","Percent (%) Relative Humidity",80,"80","humidity"
"359","00849771039297","Percent (%) Relative Humidity",80,"80","humidity"
"360","00849771039273","Percent (%) Relative Humidity",80,"80","humidity"
"361","00849771039204","Percent (%) Relative Humidity",80,"80","humidity"
"362","00849771039129","Percent (%) Relative Humidity",80,"80","humidity"
"363","00819667020852","Percent (%) Relative Humidity",80,"80","humidity"
"364","00819667020654","Percent (%) Relative Humidity",80,"80","humidity"
"365","00819667020647","Percent (%) Relative Humidity",80,"80","humidity"
"366","00819667020630","Percent (%) Relative Humidity",80,"80","humidity"
"367","00819667020623","Percent (%) Relative Humidity",80,"80","humidity"
"368","00819667020616","Percent (%) Relative Humidity",80,"80","humidity"
"369","00819667020609","Percent (%) Relative Humidity",80,"80","humidity"
"370","00819667020593","Percent (%) Relative Humidity",80,"80","humidity"
"371","00819667020579","Percent (%) Relative Humidity",80,"80","humidity"
"372","00819667020562","Percent (%) Relative Humidity",80,"80","humidity"
"373","00819667020555","Percent (%) Relative Humidity",80,"80","humidity"
"374","00819667020548","Percent (%) Relative Humidity",80,"80","humidity"
"375","00819667020531","Percent (%) Relative Humidity",80,"80","humidity"
"376","00819667020524","Percent (%) Relative Humidity",80,"80","humidity"
"377","00819667020517","Percent (%) Relative Humidity",80,"80","humidity"
"378","00819667020500","Percent (%) Relative Humidity",80,"80","humidity"
"379","00819667020494","Percent (%) Relative Humidity",80,"80","humidity"
"380","00819667020487","Percent (%) Relative Humidity",80,"80","humidity"
"381","00819667020470","Percent (%) Relative Humidity",80,"80","humidity"
"382","00819667020456","Percent (%) Relative Humidity",80,"80","humidity"
"383","00819667020050","Percent (%) Relative Humidity",80,"80","humidity"
"384","00819667020043","Percent (%) Relative Humidity",80,"80","humidity"
"385","00819667020036","Percent (%) Relative Humidity",80,"80","humidity"
"386","00819667020029","Percent (%) Relative Humidity",80,"80","humidity"
"387","00819667020012","Percent (%) Relative Humidity",80,"80","humidity"
"388","00819667020005","Percent (%) Relative Humidity",80,"80","humidity"
"389","00817655023182","Percent (%) Relative Humidity",80,"80","humidity"
"390","00817655022543","Percent (%) Relative Humidity",80,"80","humidity"
"391","00817655022536","Percent (%) Relative Humidity",80,"80","humidity"
"392","00817655022215","Percent (%) Relative Humidity",80,"80","humidity"
"393","00817655022154","Percent (%) Relative Humidity",80,"80","humidity"
"394","00817655022024","Percent (%) Relative Humidity",80,"80","humidity"
"395","00817655021997","Percent (%) Relative Humidity",80,"80","humidity"
"396","00817655021980","Percent (%) Relative Humidity",80,"80","humidity"
"397","00817655021935","Percent (%) Relative Humidity",80,"80","humidity"
"398","00817655021881","Percent (%) Relative Humidity",80,"80","humidity"
"399","00817655021836","Percent (%) Relative Humidity",80,"80","humidity"
"400","00817655021355","Percent (%) Relative Humidity",80,"80","humidity"
"401","00817655021331","Percent (%) Relative Humidity",80,"80","humidity"
"402","00817655021287","Percent (%) Relative Humidity",80,"80","humidity"
"403","00817655021119","Percent (%) Relative Humidity",80,"80","humidity"
"404","00817655020754","Percent (%) Relative Humidity",80,"80","humidity"
"405","00817655020730","Percent (%) Relative Humidity",80,"80","humidity"
"406","00817655020723","Percent (%) Relative Humidity",80,"80","humidity"
"407","00817655020082","Percent (%) Relative Humidity",80,"80","humidity"
"408","00817655020075","Percent (%) Relative Humidity",80,"80","humidity"
"409","00812345029796","Percent (%) Relative Humidity",80,"80","humidity"
"410","00812345027723","Percent (%) Relative Humidity",80,"80","humidity"
"411","00812345027716","Percent (%) Relative Humidity",80,"80","humidity"
"412","00812345027709","Percent (%) Relative Humidity",80,"80","humidity"
"413","00812345027693","Percent (%) Relative Humidity",80,"80","humidity"
"414","00812345027686","Percent (%) Relative Humidity",80,"80","humidity"
"415","00812345027679","Percent (%) Relative Humidity",80,"80","humidity"
"416","00812345027662","Percent (%) Relative Humidity",80,"80","humidity"
"417","00812345027655","Percent (%) Relative Humidity",80,"80","humidity"
"418","00812345027648","Percent (%) Relative Humidity",80,"80","humidity"
"419","00812345027631","Percent (%) Relative Humidity",80,"80","humidity"
"420","00812345027624","Percent (%) Relative Humidity",80,"80","humidity"
"421","00812345027617","Percent (%) Relative Humidity",80,"80","humidity"
